This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
19510705,   1.00
19510706,  -0.23
19510709,   0.34
19510710,  -0.25
19510711,   0.21
19510712,   0.06
19510713,   0.51
19510716,  -0.61
19510717,   0.24
19510718,  -0.16
19510719,   0.45
19510720,   0.54
19510723,   0.71
19510724,   1.15
19510725,  -0.27
19510726,   0.61
19510727,   0.38
19510730,   0.78
19510731,  -0.09
19510801,   0.31
19510802,   0.08
19510803,   0.04
19510806,   0.27
19510807,   0.00
19510808,  -0.48
19510809,  -0.18
19510810,  -0.26
19510813,   0.16
19510814,  -0.04
19510815,  -0.03
19510816,   0.21
19510817,  -0.06
19510820,  -0.19
19510821,   0.00
19510822,  -0.09
19510823,   0.80
19510824,   0.22
19510827,  -0.08
19510828,   0.18
19510829,   0.25
19510830,   0.30
19510831,  -0.16
19510904,   0.08
19510905,   0.25
19510906,   0.00
19510907,   0.17
19510910,  -0.04
19510911,  -0.24
19510912,   0.37
19510913,   0.44
19510914,  -0.03
19510917,  -0.35
19510918,   0.10
19510919,   0.09
19510920,  -0.07
19510921,  -0.55
19510924,  -0.17
19510925,  -0.01
19510926,   0.00
19510927,  -0.18
19510928,   0.01
19511001,   0.24
19511002,   0.42
19511003,   0.54
19511004,   0.04
19511005,  -0.24
19511006,  -0.03
19511008,  -0.09
19511009,  -0.28
19511010,  -0.48
19511011,   0.36
19511013,   0.16
19511015,   0.10
19511016,  -0.02
19511017,  -0.11
19511018,   0.13
19511019,  -1.14
19511020,  -0.62
19511022,  -1.06
19511023,   0.89
19511024,   0.34
19511025,  -0.28
19511026,  -0.45
19511027,  -1.12
19511029,   1.28
19511030,  -0.15
19511031,   0.69
19511101,   0.64
19511102,  -0.46
19511103,  -0.53
19511105,   0.20
19511107,  -0.54
19511108,   0.14
19511109,   0.59
19511110,   0.00
19511113,   0.16
19511114,   0.20
19511115,  -0.11
19511116,  -0.19
19511117,   0.17
19511119,   0.00
19511120,  -0.19
19511121,   0.07
19511123,  -0.60
19511124,  -0.20
19511126,   0.26
19511127,   0.28
19511128,  -0.01
19511129,   0.13
19511130,   0.13
19511201,   0.02
19511203,   0.13
19511204,   0.12
19511205,   0.18
19511206,  -0.31
19511207,   0.00
19511208,  -0.18
19511210,  -0.04
19511211,   0.08
19511212,   0.21
19511213,   0.20
19511214,   0.20
19511215,  -0.08
19511217,   0.18
19511218,   0.02
19511219,  -0.13
19511220,   0.44
19511221,   0.04
19511222,  -0.13
19511224,  -0.13
19511226,  -0.08
19511227,   0.05
19511228,   0.33
19511229,   0.07
19511231,   0.26
19520102,  -0.49
19520103,  -0.33
19520104,  -0.34
19520105,  -0.24
19520107,   0.03
19520108,   0.15
19520109,  -0.09
19520110,   0.13
19520111,   0.44
19520112,   0.23
19520114,   0.23
19520115,   0.17
19520116,  -0.15
19520117,   0.25
19520118,   0.05
19520119,  -0.07
19520121,   0.09
19520122,   0.64
19520123,   0.09
19520124,   0.57
19520125,   0.54
19520126,   0.19
19520128,   0.01
19520129,   0.00
19520130,  -0.66
19520131,  -0.28
19520201,   0.36
19520202,   0.04
19520204,  -0.39
19520205,  -0.30
19520206,  -0.06
19520207,  -0.05
19520208,  -0.07
19520209,   0.10
19520211,  -0.19
19520213,  -0.31
19520214,  -0.13
19520215,  -0.11
19520216,  -0.12
19520218,  -0.18
19520219,  -0.88
19520220,  -0.63
19520221,   0.09
19520223,   0.50
19520225,  -0.31
19520226,  -0.18
19520227,  -0.03
19520228,   0.40
19520229,  -0.10
19520301,   0.07
19520303,   0.21
19520304,   0.09
19520305,   0.10
19520306,   0.30
19520307,   0.28
19520308,   0.23
19520310,   0.14
19520311,  -0.03
19520312,  -0.09
19520313,   0.25
19520314,   0.09
19520315,   0.39
19520317,   0.43
19520318,  -0.23
19520319,  -0.25
19520320,  -0.39
19520321,   0.03
19520322,   0.03
19520324,  -0.02
19520325,  -0.03
19520326,  -0.02
19520327,   0.13
19520328,  -0.14
19520329,  -0.22
19520331,   0.02
19520401,  -0.18
19520402,  -0.11
19520403,   0.50
19520404,  -0.21
19520405,  -0.01
19520407,   0.06
19520408,   0.31
19520409,   0.17
19520410,   0.36
19520412,   0.14
19520414,  -0.49
19520415,  -0.67
19520416,  -0.20
19520417,  -0.52
19520418,   0.13
19520419,  -0.18
19520421,   0.40
19520422,  -0.08
19520423,  -0.10
19520424,  -0.03
19520425,   0.01
19520426,   0.19
19520428,   0.11
19520429,  -0.02
19520430,   0.11
19520501,  -0.30
19520502,   0.21
19520503,   0.02
19520505,   0.24
19520506,   0.29
19520507,   0.21
19520508,   0.03
19520509,  -0.21
19520510,  -0.09
19520512,   0.28
19520513,  -0.08
19520514,  -0.18
19520515,  -0.15
19520516,  -0.03
19520517,  -0.04
19520519,   0.07
19520520,  -0.10
19520521,  -0.16
19520522,   0.13
19520523,  -0.02
19520524,  -0.07
19520526,   0.04
19520527,   0.01
19520528,  -0.09
19520529,   0.13
19520602,  -0.10
19520603,  -0.04
19520604,   0.27
19520605,   0.05
19520606,  -0.06
19520609,  -0.08
19520610,   0.00
19520611,   0.26
19520612,  -0.07
19520613,   0.06
19520616,   0.13
19520617,   0.06
19520618,   0.18
19520619,  -0.04
19520620,   0.08
19520623,   0.11
19520624,   0.00
19520625,   0.07
19520626,   0.19
19520627,  -0.04
19520630,   0.17
19520701,  -0.08
19520702,  -0.06
19520703,   0.21
19520707,   0.04
19520708,  -0.15
19520709,  -0.19
19520710,   0.13
19520711,   0.14
19520714,  -0.10
19520715,   0.03
19520716,  -0.16
19520717,   0.06
19520718,  -0.39
19520721,   0.14
19520722,   0.30
19520723,   0.06
19520724,  -0.23
19520725,  -0.05
19520728,   0.21
19520729,   0.08
19520730,   0.12
19520731,  -0.06
19520801,   0.07
19520804,   0.13
19520805,  -0.05
19520806,   0.04
19520807,   0.20
19520808,   0.08
19520811,   0.02
19520812,   0.05
19520813,  -0.18
19520814,  -0.12
19520815,  -0.08
19520818,  -0.17
19520819,   0.27
19520820,   0.26
19520821,   0.09
19520822,   0.05
19520825,   0.04
19520826,  -0.03
19520827,   0.25
19520828,  -0.04
19520829,   0.15
19520902,   0.25
19520903,   0.29
19520904,   0.28
19520905,   0.17
19520908,   0.08
19520909,  -0.15
19520910,  -0.29
19520911,   0.20
19520912,   0.30
19520915,  -0.01
19520916,   0.04
19520917,   0.32
19520918,  -0.04
19520919,   0.21
19520922,   0.17
19520923,   0.27
19520924,   0.10
19520925,   0.10
19520926,   0.30
19520929,   0.15
19520930,   0.14
19521001,   0.11
19521002,   0.19
19521003,   0.01
19521006,   0.16
19521007,   0.06
19521008,   0.45
19521009,   0.01
19521010,  -0.03
19521014,   0.45
19521015,  -0.52
19521016,   0.24
19521017,   0.22
19521020,   0.04
19521021,   0.26
19521022,   0.24
19521023,   0.09
19521024,   0.13
19521027,   0.08
19521028,   0.30
19521029,   0.08
19521030,   0.19
19521031,  -0.30
19521103,  -0.40
19521105,   0.04
19521106,   0.53
19521107,   0.15
19521110,   0.25
19521112,   0.34
19521113,   0.25
19521114,   0.25
19521117,   0.18
19521118,  -0.66
19521119,  -0.41
19521120,   0.06
19521121,   0.05
19521124,  -0.24
19521125,  -0.23
19521126,  -0.10
19521128,  -0.19
19521201,   0.08
19521202,   0.26
19521203,   0.14
19521204,   0.12
19521205,   0.11
19521208,   0.08
19521209,   0.05
19521210,   0.22
19521211,  -0.18
19521212,   0.09
19521215,   0.03
19521216,   0.21
19521217,   0.19
19521218,  -0.08
19521219,  -0.10
19521222,   0.19
19521223,  -0.04
19521224,  -0.68
19521226,  -0.14
19521229,   0.34
19521230,   0.01
19521231,  -0.01
19530102,  -0.96
19530105,  -0.47
19530106,   0.07
19530107,   0.12
19530108,   0.14
19530109,   0.23
19530112,  -0.10
19530113,  -0.20
19530114,   0.23
19530115,   0.08
19530116,   0.02
19530119,   0.10
19530120,   0.40
19530121,   0.02
19530122,   0.07
19530123,   0.07
19530126,   0.05
19530127,   0.18
19530128,   0.28
19530129,   0.13
19530130,   0.03
19530202,   0.27
19530203,   0.29
19530204,   0.04
19530205,  -0.07
19530206,  -0.42
19530209,  -0.13
19530210,  -0.15
19530211,   0.17
19530213,   0.26
19530216,   0.17
19530217,   0.09
19530218,   0.14
19530219,   0.21
19530220,   0.10
19530224,   0.06
19530225,  -0.31
19530226,  -0.29
19530227,  -0.26
19530302,  -0.09
19530303,  -0.05
19530304,   0.17
19530305,  -0.09
19530306,   0.05
19530309,   0.17
19530310,   0.32
19530311,   0.14
19530312,   0.09
19530313,   0.11
19530316,   0.17
19530317,   0.31
19530318,  -0.07
19530319,  -0.13
19530320,  -0.09
19530323,   0.25
19530324,  -0.32
19530325,  -0.03
19530326,  -0.42
19530327,  -0.21
19530330,  -0.59
19530331,  -0.33
19530401,  -0.51
19530402,   0.01
19530406,  -0.22
19530407,   0.10
19530408,   0.81
19530409,   0.12
19530410,   0.16
19530413,   0.09
19530414,   0.29
19530415,   0.15
19530416,  -0.20
19530417,  -0.16
19530420,  -0.16
19530421,   0.16
19530422,   0.08
19530423,   0.15
19530424,   0.18
19530427,   0.35
19530428,   0.27
19530429,  -0.02
19530430,   0.09
19530501,  -0.07
19530504,   0.16
19530505,   0.29
19530506,   0.08
19530507,  -0.15
19530508,   0.21
19530511,   0.18
19530512,   0.09
19530513,   0.00
19530514,   0.07
19530515,   0.31
19530518,   0.13
19530519,  -0.20
19530520,  -0.02
19530521,  -0.18
19530522,  -0.09
19530525,   0.10
19530526,  -0.04
19530527,   0.09
19530528,  -0.06
19530529,   0.16
19530601,  -0.42
19530602,   0.13
19530603,   0.00
19530604,  -0.28
19530605,   0.01
19530608,   0.07
19530609,  -0.43
19530610,  -0.20
19530611,  -0.03
19530612,  -0.01
19530615,   0.40
19530616,  -0.17
19530617,   0.32
19530618,  -0.07
19530619,   0.11
19530622,   0.01
19530623,  -0.05
19530624,   0.02
19530625,   0.38
19530626,   0.04
19530629,   0.27
19530630,   0.19
19530701,  -0.05
19530702,   0.03
19530703,  -0.06
19530706,   0.14
19530707,  -0.04
19530708,   0.03
19530709,   0.10
19530710,   0.03
19530713,   0.02
19530714,  -0.04
19530715,  -0.03
19530716,   0.34
19530717,  -0.05
19530720,  -0.08
19530721,  -0.07
19530722,   0.08
19530723,   0.06
19530724,  -0.17
19530727,   0.00
19530728,   0.02
19530729,  -0.12
19530730,  -0.05
19530731,  -0.34
19530803,  -0.15
19530804,   0.26
19530805,   0.20
19530806,   0.22
19530807,   0.04
19530810,  -0.06
19530811,   0.18
19530812,   0.24
19530813,   0.05
19530814,   0.38
19530817,   0.22
19530818,  -0.14
19530819,   0.07
19530820,   0.23
19530821,  -0.12
19530824,   0.11
19530825,  -0.15
19530826,  -0.02
19530827,   0.17
19530828,   0.14
19530831,  -0.28
19530901,  -0.14
19530902,   0.48
19530903,   0.24
19530904,   0.10
19530908,   0.16
19530909,   0.23
19530910,   0.38
19530911,  -0.28
19530914,   0.05
19530915,   0.14
19530916,   0.10
19530917,  -0.09
19530918,   0.13
19530921,   0.31
19530922,  -0.01
19530923,  -0.10
19530924,   0.21
19530925,   0.13
19530928,  -0.14
19530929,   0.26
19530930,   0.70
19531001,   0.13
19531002,   0.47
19531005,   0.22
19531006,  -0.07
19531007,   0.03
19531008,   0.25
19531009,   0.13
19531013,   0.23
19531014,  -0.14
19531015,  -0.74
19531016,  -0.54
19531019,   0.07
19531020,   0.27
19531021,   0.06
19531022,   0.50
19531023,   0.13
19531026,   0.09
19531027,   0.14
19531028,  -0.02
19531029,  -0.36
19531030,  -0.09
19531102,   0.08
19531104,   0.54
19531105,  -0.61
19531106,  -0.02
19531109,   0.18
19531110,   0.09
19531112,   0.06
19531113,   0.02
19531116,   0.21
19531117,   0.11
19531118,   0.11
19531119,   0.23
19531120,   0.22
19531123,   0.42
19531124,   0.55
19531125,   0.03
19531127,  -0.39
19531130,  -0.27
19531201,  -0.02
19531202,   0.09
19531203,   0.00
19531204,  -0.08
19531207,   0.47
19531208,   0.43
19531209,   0.11
19531210,   0.42
19531211,   0.37
19531214,   0.35
19531215,   0.41
19531216,   0.00
19531217,  -0.11
19531218,   0.16
19531221,   1.01
19531222,   0.01
19531223,   0.05
19531224,  -0.12
19531228,   0.88
19531229,   0.21
19531230,  -0.17
19531231,   0.77
19540104,  -2.32
19540105,  -1.58
19540106,  -0.49
19540107,   0.46
19540108,   0.15
19540111,   0.21
19540112,  -0.19
19540113,  -0.28
19540114,  -0.01
19540115,  -0.24
19540118,  -0.46
19540119,  -0.50
19540120,  -0.20
19540121,  -0.03
19540122,  -0.09
19540125,   0.13
19540126,   0.00
19540127,   0.02
19540128,   0.04
19540129,   0.06
19540201,   0.18
19540202,   0.29
19540203,  -0.09
19540204,  -0.06
19540205,  -0.12
19540208,   0.11
19540209,  -0.01
19540210,  -0.06
19540211,   0.35
19540212,  -0.28
19540215,   0.30
19540216,   0.29
19540217,  -0.15
19540218,   0.09
19540219,   0.10
19540223,   0.18
19540224,   0.25
19540225,   0.05
19540226,   0.35
19540301,   0.50
19540302,   0.12
19540303,   0.20
19540304,   0.06
19540305,  -0.25
19540308,   0.43
19540309,  -0.10
19540310,   0.06
19540311,   0.16
19540312,   0.21
19540315,  -0.15
19540316,   0.20
19540317,  -0.19
19540318,  -0.15
19540319,  -0.03
19540322,   0.15
19540323,   0.46
19540324,   0.21
19540325,   0.41
19540326,   0.18
19540329,   0.03
19540330,  -0.11
19540331,  -0.01
19540401,  -0.12
19540402,  -0.07
19540405,   0.11
19540406,   0.04
19540407,   0.16
19540408,   0.06
19540409,  -0.25
19540412,   0.07
19540413,   0.03
19540414,   0.78
19540415,   0.61
19540419,   0.33
19540420,   0.37
19540421,   0.41
19540422,   0.34
19540423,   0.42
19540426,   0.42
19540427,   0.40
19540428,  -0.17
19540429,   0.71
19540430,   0.71
19540503,   0.37
19540504,  -0.33
19540505,   0.33
19540506,  -0.05
19540507,  -0.18
19540510,  -0.17
19540511,  -0.37
19540512,  -0.21
19540513,  -0.02
19540514,  -0.13
19540517,   0.01
19540518,   0.02
19540519,  -0.11
19540520,  -0.28
19540521,  -0.04
19540524,  -0.01
19540525,   0.14
19540526,  -0.05
19540527,   0.08
19540528,   0.06
19540601,   0.43
19540602,   0.37
19540603,  -0.11
19540604,  -0.18
19540607,  -0.09
19540608,  -0.44
19540609,  -0.30
19540610,   0.24
19540611,   0.45
19540614,   0.27
19540615,   0.31
19540616,   0.25
19540617,   0.13
19540618,  -0.02
19540621,   0.40
19540622,   0.94
19540623,  -0.23
19540624,   0.39
19540625,   0.46
19540628,   0.70
19540629,  -0.07
19540630,  -0.18
19540701,   0.27
19540702,   0.44
19540706,   0.44
19540707,  -0.24
19540708,   0.06
19540709,   0.19
19540712,  -0.05
19540713,  -0.32
19540714,  -0.20
19540715,  -0.19
19540716,   0.04
19540719,   0.30
19540720,  -0.12
19540721,  -0.11
19540722,  -0.07
19540723,  -0.22
19540726,  -0.07
19540727,  -0.05
19540728,  -0.32
19540729,   0.30
19540730,   0.19
19540802,  -0.13
19540803,   0.02
19540804,   0.26
19540805,  -0.11
19540806,   0.25
19540809,  -0.18
19540810,   0.28
19540811,  -0.02
19540812,   0.03
19540813,  -0.49
19540816,  -0.28
19540817,  -0.15
19540818,  -0.01
19540819,   0.59
19540820,   0.18
19540823,  -0.44
19540824,   0.18
19540825,   0.00
19540826,  -0.32
19540827,   0.10
19540830,  -0.40
19540831,  -1.08
19540901,   0.81
19540902,   0.36
19540903,   0.16
19540907,   0.44
19540908,   0.10
19540909,  -0.22
19540910,  -0.13
19540913,   0.26
19540914,   0.20
19540915,   0.21
19540916,   0.17
19540917,   0.44
19540920,  -0.39
19540921,   0.16
19540922,   0.12
19540923,   0.01
19540924,   0.20
19540927,   0.05
19540928,   0.40
19540929,  -0.50
19540930,  -0.43
19541001,  -0.22
19541004,   0.47
19541005,   0.17
19541006,   0.24
19541007,  -0.07
19541008,  -0.06
19541011,  -0.27
19541012,  -0.03
19541013,  -0.04
19541014,  -0.37
19541015,  -0.03
19541018,   0.05
19541019,   0.10
19541020,   0.33
19541021,   0.05
19541022,   0.43
19541025,  -0.01
19541026,   0.16
19541027,   0.12
19541028,  -0.01
19541029,  -0.41
19541101,   0.02
19541103,   1.01
19541104,   0.36
19541105,  -0.21
19541108,   0.24
19541109,  -0.11
19541110,   0.03
19541111,   0.17
19541112,  -0.17
19541115,  -0.20
19541116,   0.15
19541117,  -0.17
19541118,  -0.27
19541119,  -0.09
19541122,   0.02
19541123,   0.76
19541124,   0.15
19541126,   0.26
19541129,  -0.37
19541130,  -0.29
19541201,   0.06
19541202,  -0.46
19541203,  -0.02
19541206,  -0.23
19541207,  -0.08
19541208,  -0.54
19541209,  -0.24
19541210,  -0.09
19541213,   0.12
19541214,  -0.09
19541215,   0.14
19541216,   0.54
19541217,   0.21
19541220,   0.23
19541221,   0.03
19541222,  -0.12
19541223,  -0.34
19541227,  -0.37
19541228,   0.27
19541229,   0.30
19541230,  -0.03
19541231,   0.09
19550103,   0.40
19550104,  -0.60
19550105,  -0.80
19550106,  -0.34
19550107,   0.64
19550110,   0.70
19550111,  -0.42
19550112,  -0.10
19550113,  -0.10
19550114,  -0.17
19550117,  -1.12
19550118,   0.45
19550119,   0.34
19550120,   0.17
19550121,   0.33
19550124,   0.32
19550125,   0.20
19550126,   1.02
19550127,   0.14
19550128,   0.34
19550131,   0.32
19550201,   0.15
19550202,  -0.08
19550203,  -0.09
19550204,   0.91
19550207,  -0.03
19550208,  -0.95
19550209,   0.49
19550210,   0.54
19550211,  -0.04
19550214,  -0.08
19550215,   0.69
19550216,   0.10
19550217,   0.12
19550218,   0.04
19550221,  -0.32
19550223,  -0.28
19550224,  -0.25
19550225,   0.03
19550228,   0.14
19550301,   0.04
19550302,   0.33
19550303,   0.06
19550304,   0.14
19550307,  -0.41
19550308,  -1.10
19550309,  -0.51
19550310,   0.88
19550311,  -0.91
19550314,  -0.81
19550315,   1.54
19550316,   0.51
19550317,   0.41
19550318,  -0.14
19550321,  -0.42
19550322,   0.72
19550323,   1.10
19550324,   0.09
19550325,   0.04
19550328,  -0.05
19550329,   0.37
19550330,  -1.01
19550331,   0.49
19550401,   0.25
19550404,  -0.66
19550405,   0.29
19550406,   0.16
19550407,  -0.03
19550411,  -0.28
19550412,   0.14
19550413,  -0.03
19550414,  -0.06
19550415,   0.59
19550418,   0.25
19550419,  -0.05
19550420,   0.05
19550421,   0.19
19550422,  -0.31
19550425,   0.30
19550426,   0.02
19550427,  -0.26
19550428,  -0.72
19550429,   0.49
19550502,  -0.19
19550503,  -1.12
19550504,   0.27
19550505,   0.35
19550506,   0.59
19550509,   0.18
19550510,  -0.44
19550511,  -0.88
19550512,  -0.36
19550513,   0.19
19550516,  -0.86
19550517,  -0.26
19550518,   1.04
19550519,   0.61
19550520,   0.29
19550523,  -0.30
19550524,   0.10
19550525,   0.64
19550526,   0.62
19550527,  -0.05
19550531,  -0.04
19550601,   0.17
19550602,   0.28
19550603,   0.40
19550606,   0.31
19550607,   0.79
19550608,   0.43
19550609,  -0.57
19550610,   0.47
19550613,   0.11
19550614,  -0.19
19550615,   0.38
19550616,  -0.10
19550617,  -0.03
19550620,  -0.07
19550621,   0.12
19550622,   0.16
19550623,   0.35
19550624,  -0.09
19550627,   0.33
19550628,  -0.36
19550629,   0.32
19550630,   0.61
19550701,   0.13
19550705,   0.48
19550706,  -0.44
19550707,  -1.51
19550708,  -0.14
19550711,   0.35
19550712,  -0.63
19550713,  -0.71
19550714,   0.35
19550715,   0.41
19550718,   0.11
19550719,  -0.89
19550720,  -0.03
19550721,   0.38
19550722,   0.67
